kind,code,SuperClassCode,currency,definition,fdacode,fdaterm,imdrfcode,imdrfterm,inclusion,preferred,pronunciation,report,termlevel
layer3,B01-a0060,B01-a0059,Y,非観血血圧用カフが所定の圧力まで上昇しないこと,1500,Decreased Pump Speed,A141101,,,昇圧不良,しょうあつふりょう,report,L2
layer3,B01-a0061,B01-a0059,Y,非観血血圧用カフが所定以上の圧力まで上昇すること,1501,Increased Pump Speed,A141102,,,過加圧,かかあつ,report,L2
layer2,B01-a0062,B01_DeviceProblem,Y,,,,,,,トランスデューサーの不具合,とらんすでゅーさーのふぐあい,not report,L1
layer3,B01-a0063,B01-a0062,Y,トランスデューサーが過熱すること,3022,Temperature Issue,A10,,,トランスデューサー過熱,とらんすでゅーさーかねつ,report,L2
layer3,B01-a0064,B01-a0062,Y,トランスデューサープローブが過熱すること,3022,Temperature Issue,A10,,,トランスデューサープローブ過熱,とらんすでゅーさーぷろーぶかねつ,report,L2
layer1,B01_PatientProblem,B01,,,,,,,,,,,
layer2,B01-e0065,B01_PatientProblem,Y,,,,,,,誤診による健康被害,ごしんによるけんこうひがい,not report,L1
layer3,B01-e0066,B01-e0065,Y,画像、測定値、計算値等の誤りによる不正な診断、または誤った診断による症例,2159,Misdiagnosis,F13,,,誤診による健康被害,ごしんによるけんこうひがい,report,L2
layer2,B01-e0067,B01_PatientProblem,Y,,,,,,,電気ショック（感電）,でんきしょっく（かんでん）,not report,L1
layer3,B01-e0068,B01-e0067,Y,不適切な使用、漏電等により人体に電流が流れ、生理学的影響や傷害を受ける症例,2554,Electric shock,E2104,,感電死,電気ショック（感電）,かんでんし,report,L2
layer3,B01-e0069,B01-e0067,N,電撃、電気ショック（感電）による死亡症例,1827,Electrocution,E2402,,,感電死,かんでんし,report,L2
layer2,B01-e0070,B01_PatientProblem,Y,,,,,,,骨折,こっせつ,not report,L1
layer3,B01-e0071,B01-e0070,Y,骨が持つ強度以上の外力が加わり、ひびが入る、折れる又は砕ける症例,1870,Fracture(s),E1603,,,骨折,こっせつ,report,L2
layer2,B01-e0072,B01_PatientProblem,Y,,,,,,,損傷,そんしょう,not report,L1
layer3,B01-e0073,B01-e0072,Y,外的要因による組織または臓器の損傷症例,-,-,E2014,,,外傷,がいしょう,report,L2
layer3,B01-e0074,B01-e0072,Y,皮膚や肉が裂け、傷を受けた症例,1946,Laceration(s),E2009,,,裂傷（切り傷）,れっしょう（きりきず）,report,L2
layer2,B01-e0075,B01_PatientProblem,Y,,,,,,,出血,しゅっけつ,not report,L1
layer3,B01-e0076,B01-e0075,Y,血管からの血液の漏出する、失血する症例,1888,Hemorrhage,E0506,,,出血,しゅっけつ,report,L2
layer2,B01-e0077,B01_PatientProblem,Y,,,,,,,穿孔,せんこう,not report,L1
layer3,B01-e0078,B01-e0077,Y,穴があいてしまう症例,2001,Perforation,E2114,,,穿孔,せんこう,report,L2
layer2,B01-e0079,B01_PatientProblem,Y,,,,,,,火傷(熱傷),やけど（ねっしょう）,not report,L1
layer3,B01-e0080,B01-e0079,Y,熱、湿式加熱、炎、化学物質、電気、摩擦または放射、および電磁エネルギーとの接触による組織の損傷症例(第１度熱傷は発赤、第2度熱傷は水疱形成、および第3度熱傷は皮膚全体に渡る壊死を伴う。),1757,Burn(s),E1704,,,火傷(熱傷),やけど（ねっしょう）,report,L2
layer2,B01-e0081,B01_PatientProblem,Y,,,,,,,感染,かんせん,not report,L1
layer3,B01-e0082,B01-e0081,Y,微生物が人体に侵入、増殖、何らの症状が出現する症例,1930,Infection,E1906,,,感染,かんせん,report,L2
layer2,B01-e0083,B01_PatientProblem,Y,,,,,,,痛み,いたみ,not report,L1
layer3,B01-e0084,B01-e0083,Y,組織が損傷した結果から表現される不快な感覚のこと,1994,Pain,E2330,,,痛み,いたみ,report,L2
layer2,B01-e0085,B01_PatientProblem,Y,,,,,,,アレルギー反応,あれるぎーはんのう,not report,L1
layer3,B01-e0086,B01-e0085,Y,免疫反応が、特定の抗原に対して過敏反応が起きること,1907,Hypersensitivity,E0402,,,アレルギー反応,あれるぎーはんのう,report,L2
layer2,B01-e0087,B01_PatientProblem,Y,,,,,,,皮膚炎,ひふえん,not report,L1
layer3,B01-e0088,B01-e0087,Y,皮膚、粘膜に生じる不快で引っ掻きたくなる感覚のこと,1943,Itching,E1708,,,痒み,かゆみ,report,L2
layer3,B01-e0089,B01-e0087,Y,皮膚に化学物質が触れる等の外的刺激を受け、炎症を起こす症例,2443,Skin inflammation,E172003,,,かぶれ,かぶれ,report,L2
layer2,B01-e0090,B01_PatientProblem,Y,,,,,,,睡眠障害,すいみんしょうがい,not report,L1
layer3,B01-e0091,B01-e0090,Y,睡眠の量や、睡眠の質に関係する「睡眠障害」「深夜に何度も目覚めてしまう」、「朝早くに、目覚めてしまう」、「眠りが浅く、いくら寝ても日中、眠くなってしまう」などの症状が見られることが特徴,2517,Sleep Disturbances,E0130,,,睡眠障害,すいみんしょうがい,report,L2
layer2,B01-e0092,B01_PatientProblem,Y,,,,,,,打撲,だぼく,not report,L1
layer3,B01-e0093,B01-e0092,Y,転倒やものに強くぶつかるなど体外からの力による、傷口を伴わない軟部組織の損傷,1754,Bruise,E2002,,,打撲,だぼく,report,L2
layer3,B01-e0094,B01-e0092,Y,皮膚の破損を伴わない身体部位の損傷のこと,1787,Contusion,E2002,,,挫傷,ざしょう,report,L2
layer2,B01-e0095,B01_PatientProblem,Y,,,,,,,血行障害,けっこうしょうがい,not report,L1
layer3,B01-e0096,B01-e0095,Y,炎症や動脈硬化により血管がつまってしまうものと、血管が強く収縮するために血液の流れが悪くなるもの,2572,"Vascular System (Circulation), Impaired",E2402,,,血行障害,けっこうしょうがい,report,L2
layer2,B01-e0097,B01_PatientProblem,Y,,,,,,,窒息,ちっそく,not report,L1
layer3,B01-e0098,B01-e0097,Y,呼吸ができなくなること。また、血液中の酸素が減少し二酸化炭素が過剰になる状態。気道の閉塞、呼吸筋の麻痺、呼吸中枢の障害、気胸、外気の酸素欠乏などが原因,2088,Suffocation,E0710,,,窒息,ちっそく,report,L2
layer2,B01-e0099,B01_PatientProblem,Y,,,,,,,循環不全,じゅんかんふぜん,not report,L1
layer3,B01-e0100,B01-e0099,Y,手足の循環障害。冷え性など,2572,"Vascular System (Circulation), Impaired",E2402,,,循環不全,じゅんかんふぜん,report,L2
layer1,B01_Component,B01,,,,,,,,,,,
layer2,B01-g0101,B01_Component,Y,,,,G07001,,,装置,そうち,report,L1
layer2,B01-g0102,B01_Component,Y,,,,G02008,,,ソフトウエア,そふとうえあ,report,L1
layer2,B01-g0103,B01_Component,Y,,,,G0201402,,,ディスプレイモニタ,でぃすぷれいもにた,report,L1
layer2,B01-g0104,B01_Component,Y,,,,G07001,,,組合せ機器,くみあわせきき,report,L1
layer2,B01-g0105,B01_Component,Y,,,,G0201501,,,電極,でんきょく,report,L1
layer2,B01-g0106,B01_Component,Y,,,,G02025,,,リード,りーど,report,L1
layer2,B01-g0107,B01_Component,Y,,,,G0301204,,,圧力センサ,あつりょくせんさ,report,L1
layer2,B01-g0108,B01_Component,Y,,,,G04102,,,プローブ,ぷろーぶ,report,L1
layer2,B01-g0109,B01_Component,Y,,,,G04105,,,ポンプ,ぽんぷ,report,L1
layer2,B01-g0110,B01_Component,Y,,,,G0201206,,,トランスデューサー,とらんすでゅーさー,report,L1
terminology,B02,,,,,,,,,,,,
layer1,B02_DeviceProblem,B02,,,,,,,,,,,
layer2,B02-a0001,B02_DeviceProblem,Y,,,,,,,故障,こしょう,not report,L1
layer3,B02-a0002,B02-a0001,Y,動作が不安定又は動作しないこと,1667,Unstable,A1501,,,動作不良,どうさふりょう,report,L2
layer3,B02-a0003,B02-a0001,Y,期待した動作でないこと,1430,Unintended System Motion,A150101,,誤動作,意図しない動作,ごどうさ,report,L2
layer3,B02-a0004,B02-a0001,Y,物理的、電気的に傷を受けること,1069,Break,A0401,,,損傷,そんしょう,report,L2
layer3,B02-a0005,B02-a0001,Y,一部又は全ての機能が停止すること,1663,"Device, inoperable",A26,,,機能停止,きのうていし,report,L2
layer3,B02-a0006,B02-a0001,Y,期待した状態から性能、性質が劣ること,1153,Degraded,A0405,,,劣化,れっか,report,L2
layer3,B02-a0007,B02-a0001,Y,誤った操作を行い、期待した動作が行われないこと,3265,Device Handling Issue,A23,,,操作不良,そうさふりょう,report,L2
layer3,B02-a0008,B02-a0001,Y,装置から煙がでること,1585,Smoking,A1009,,,発煙,はつえん,report,L2
layer3,B02-a0009,B02-a0001,Y,期待された性能が不十分になること,1506,Product Quality Issue,A26,,,性能低下,せいのうていか,report,L2
layer2,B02-a0010,B02_DeviceProblem,Y,,,,,,,モニター不良,もにたーふりょう,not report,L1
layer3,B02-a0011,B02-a0010,Y,ディスプレイモニター自体が不良なこと,1184,Incorrect Display,A0902,,,モニターの不良,もにたーのふりょう,report,L2
layer3,B02-a0012,B02-a0010,Y,ディスプレイモニターに表示する位置、形が不良なこと,1408,Poor Quality Image,A090208,,,モニター表示の不良（ズレ、歪）,もにたーひょうじのふりょう（ずれ、ひずみ）,report,L2
layer3,B02-a0013,B02-a0010,Y,ディスプレイモニターに意図しない表示をすること,1304,Image Display Error,A090201,,,モニターの誤表示,もにたーのごひょうじ,report,L2
layer2,B02-a0014,B02_DeviceProblem,Y,,,,,,,探触子の不具合,たんしょくしのふぐあい,not report,L1
layer3,B02-a0015,B02-a0014,Y,探触子の性能、安全性に問題があること,2917,Device Sensing Issue,A0709,,,探触子の不具合,たんしょくしのふぐあい,report,L2
layer3,B02-a0016,B02-a0014,Y,探触子が物理的、電気的に壊れること,1260,Fracture(s) of device/material,A0401,,,探触子の破損,たんしょくしのはそん,report,L2
layer3,B02-a0017,B02-a0014,Y,探触子の温度が上昇すること,3022,Temperature Issue,A10,,,探触子の温度上昇,たんしょくしのおんどじょうしょう,report,L2
layer2,B02-a0018,B02_DeviceProblem,Y,,,,,,,不適合,ふてきごう,not report,L1
layer3,B02-a0019,B02-a0018,Y,基準、試験、規格、法律等に適合しないこと,1506,Product Quality Issue,A020102,,,不適合,ふてきごう,report,L2
layer2,B02-a0020,B02_DeviceProblem,Y,,,,,,,データの問題,でーたのもんだい,not report,L1
layer3,B02-a0021,B02-a0020,Y,画像データが消えること,2902,Data Back-Up Problem,A110701,,,画像データの消滅,がぞうでーたのしょうめつ,report,L2
layer3,B02-a0022,B02-a0020,Y,患者情報、画像、計算値等の情報が消えること,2903,Loss of Data,A110701,,,データの喪失,でーたのそうしつ,report,L2
layer3,B02-a0023,B02-a0020,Y,患者情報、画像、計算値等の情報が混じること,3197,Patient Data Issue,A1107,,,データの混入,でーたのこんにゅう,report,L2
layer2,B02-a0024,B02_DeviceProblem,Y,,,,,,,緩む,ゆるむ,not report,L1
layer3,B02-a0025,B02-a0024,Y,ネジ、ロック等が緩む,1371,Loose or Intermittent Connection,A05,,,緩む,ゆるむ,report,L2
layer2,B02-a0026,B02_DeviceProblem,Y,,,,,,,アーチファクト,あーちふぁくと,not report,L1
layer3,B02-a0027,B02-a0026,Y,目的としない信号が表示されること,1036,Artifact,A090801,,,アーチファクト,あーちふぁくと,report,L2
layer2,B02-a0028,B02_DeviceProblem,Y,,,,,,,誤使用,ごしよう,not report,L1
layer3,B02-a0029,B02-a0028,Y,設計時に意図しなかった目的に使用すること,2017,Improper or Incorrect Procedure or Method,A2304,,,目的外の使用,もくてきがいのしよう,report,L2
layer2,B02-a0030,B02_DeviceProblem,Y,,,,,,,汚染,おせん,not report,L1
layer3,B02-a0031,B02-a0030,Y,菌、血液、薬剤の影響が残ること,1120,Contamination During Use,A1801,,,汚染,おせん,report,L2
layer2,B02-a0032,B02_DeviceProblem,Y,,,,,,,破壊,はかい,not report,L1
layer3,B02-a0033,B02-a0032,Y,物理的、電気的に機器が壊れること,1069,Break,A0401,,,破壊,はかい,report,L2
layer3,B02-a0034,B02-a0032,Y,他の医療機器との組み合わせる影響で破損すること,2919,Device-Device Incompatibility,A0502,,,組合せ機器による破損,くみあわせききによるはそん,report,L2
layer2,B02-a0035,B02_DeviceProblem,Y,,,,,,,誤計測,ごけいそく,not report,L1
layer3,B02-a0036,B02-a0035,Y,計算値が表示されないこと,1435,No Device Output,A090206,,,計算値が表示されない,けいさんちがひょうじされない,report,L2
layer3,B02-a0037,B02-a0035,Y,機器から得られた測定値、出力値、またはデータが不正確であり、それが不適切な医療行為または治療の原因になりうる問題,2953,Improper Device Output,A0908,,,計算値（測定値）が不正確,けいさんち（そくていち）がふせいかく,report,L2
layer3,B02-a0038,B02-a0035,Y,計測機能が使用できない,1383,"Measurements, incorrect",A090811,,,計測機能が使用できない,けいそくきのうがしようできない,report,L2
layer1,B02_PatientProblem,B02,,,,,,,,,,,
layer2,B02-e0039,B02_PatientProblem,Y,,,,,,,電気ショック（感電）,でんきしょっく（かんでん）,not report,L1
layer3,B02-e0040,B02-e0039,Y,不適切な使用、漏電等により人体に電流が流れ、生理学的影響や傷害を受ける症例,2554,Electric shock,E2104,,感電死,電気ショック（感電）,かんでんし,report,L2
layer3,B02-e0041,B02-e0039,N,電撃、電気ショック（感電）による死亡症例,1827,Electrocution,E2402,,,感電死,かんでんし,report,L2
layer2,B02-e0042,B02_PatientProblem,Y,,,,,,,流産,りゅうざん,not report,L1
layer3,B02-e0043,B02-e0042,Y,受胎産物、胚、または生育不能の胎児が子宮から早期に娩出される症例,1688,Abortion,E1501,,,流産,りゅうざん,report,L2
layer2,B02-e0044,B02_PatientProblem,Y,,,,,,,失明,しつめい,not report,L1
layer3,B02-e0045,B02-e0044,Y,病気またはけが等によって視力を失う症例,2139,"Vision, Loss Of",E083902,,,失明,しつめい,report,L2
layer2,B02-e0046,B02_PatientProblem,Y,,,,,,,骨折,こっせつ,not report,L1
layer3,B02-e0047,B02-e0046,Y,骨が持つ強度以上の外力が加わり、ひびが入る、折れる又は砕ける症例,1870,Fracture(s),E1603,,,骨折,こっせつ,report,L2
layer2,B02-e0048,B02_PatientProblem,Y,,,,,,,外傷,がいしょう,not report,L1
layer3,B02-e0049,B02-e0048,Y,外的要因による組織または臓器の損傷症例,-,-,E2014,,,外傷,がいしょう,report,L2
layer3,B02-e0050,B02-e0048,Y,正常な組織を損ない、傷が付く症例,2348,Injury,E2014,,,損傷,そんしょう,report,L2
layer3,B02-e0051,B02-e0048,Y,皮膚や肉が裂け、傷を受けた症例,1946,Laceration(s),E2009,,,裂傷（切り傷）,れっしょう（きりきず）,report,L2
layer2,B02-e0052,B02_PatientProblem,Y,,,,,,,出血,しゅっけつ,not report,L1
layer3,B02-e0053,B02-e0052,Y,血管からの血液の漏出する、失血する症例,1888,Hemorrhage,E0506,,,出血,しゅっけつ,report,L2
layer2,B02-e0054,B02_PatientProblem,Y,,,,,,,穿孔,せんこう,not report,L1
layer3,B02-e0055,B02-e0054,Y,穴があいてしまう症例,2001,Perforation,E2114,,,穿孔,せんこう,report,L2
layer2,B02-e0056,B02_PatientProblem,Y,,,,,,,火傷(熱傷),やけど（ねっしょう）,not report,L1
layer3,B02-e0057,B02-e0056,Y,熱、湿式加熱、炎、化学物質、電気、摩擦または放射、および電磁エネルギーとの接触による組織の損傷症例(第１度熱傷は発赤、第2度熱傷は水疱形成、および第3度熱傷は皮膚全体に渡る壊死を伴う。),1757,Burn(s),E1704,,,火傷(熱傷),やけど（ねっしょう）,report,L2
