"薬効分類","新旧","販売名","添付文書番号","更新日","業者１","業者２","業者３","製造販売元"
"催眠鎮静剤，抗不安剤：183","","フェノバルビタール散10％「シオエ...","1125003B2163_1_12","2024年02月15日","製造販売元／シオエ製薬株式会社","販売／日本新薬株式会社","","シオエ製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","フェノバルビタール散10％「マルイ...","1125003B2139_1_17","2024年02月15日","製造販売元／丸石製薬株式会社","","","丸石製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","フェノバルビタール散10％「マルイ...","1125003B2139_2_14","2024年02月15日","製造販売元／丸石製薬株式会社","発売元／吉田製薬株式会社","","丸石製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","フェノバール原末／フ...","1125003B2031_1_34","2024年02月15日","製造販売元／藤永製薬株式会社","販売元／第一三共株式会社","","藤永製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","フェノバール注射液100mg","1125402A1054_1_19","2024年02月15日","製造販売元／藤永製薬株式会社","販売元／第一三共株式会社","","藤永製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","フルニトラゼパム錠1mg「JG」...","1124008F1075_1_10","2024年09月09日","製造販売元／日本ジェネリック株式会社","","","日本ジェネリック株式会社"
"催眠鎮静剤，抗不安剤：183","","フルニトラゼパム錠1mg「TCK」...","1124008F1091_1_06","2023年10月20日","製造販売元／辰巳化学株式会社","","","辰巳化学株式会社"
"催眠鎮静剤，抗不安剤：183","","フルニトラゼパム錠1mg「アメル」...","1124008F1067_2_02","2023年11月27日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラムOD錠0.25mg「JG」","1124009F2068_1_11","2024年09月09日","製造販売元／大興製薬株式会社","販売元／日本ジェネリック株式会社","","大興製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラムOD錠0.25mg「アメル」...","1124009F2084_2_02","2024年01月29日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラムOD錠0.25mg「サワイ」...","1124009F2076_1_05","2024年03月15日","製造販売元／メディサ新薬株式会社","発売元／沢井製薬株式会社","","メディサ新薬株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラムOD錠0.25mg「テバ」","1124009F2092_1_05","2024年03月18日","製造販売元／武田テバファーマ株式会社","販売／武田薬品工業株式会社","","武田テバファーマ株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラム錠0.25mg「AFP」","1124009F1401_1_03","2023年12月29日","製造販売元／アルフレッサファーマ株式会社","","","アルフレッサファーマ株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラム錠0.25mg「CH」","1124009F1282_2_08","2024年09月09日","製造販売元／長生堂製薬株式会社","販売元／日本ジェネリック株式会社","","長生堂製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラム錠0.25mg「EMEC」","1124009F1410_2_02","2023年12月29日","製造販売元／アルフレッサファーマ株式会社","発売元／エルメッド株式会社","販売元／日医工株式会社","アルフレッサファーマ株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラム錠0.25mg「アメル」","1124009F1339_2_02","2024年01月29日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラム錠0.25mg「オーハラ」...","1124009F1304_1_05","2023年12月27日","製造販売元／大原薬品工業株式会社","","","大原薬品工業株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラム錠0.25mg「サワイ」","1124009F1312_1_05","2024年03月15日","製造販売元／メディサ新薬株式会社","発売元／沢井製薬株式会社","","メディサ新薬株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラム錠0.25mg「テバ」","1124009F1371_1_05","2024年03月18日","製造販売元／武田テバファーマ株式会社","販売／武田薬品工業株式会社","","武田テバファーマ株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラム錠0.25mg「トーワ」","1124009F1347_1_06","2023年12月15日","製造販売元／東和薬品株式会社","","","東和薬品株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラム錠0.25mg「ヨシトミ」...","1124009F1398_1_05","2024年04月01日","製造販売元／田辺三菱製薬株式会社","","","田辺三菱製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラム錠0.25mg「日新」","1124009F1363_2_06","2024年01月26日","製造販売元／日新製薬株式会社","販売元／第一三共エスファ株式会社","販売提携／第一三共株式会社","日新製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロチゾラム錠0.25mg「日新」","1124009F1363_1_06","2023年12月11日","製造販売元／日新製薬株式会社","","","日新製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロバリン原末","1121001X1204_1_07","2023年03月16日","製造販売元／日本新薬株式会社","","","日本新薬株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロマゼパム坐剤3mg「サンド」","1124700J1044_1_03","2023年11月06日","製造販売／サンド株式会社","","","サンド株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロマゼパム細粒1%「サンド」","1124020C1061_1_04","2024年01月29日","製造販売／サンド株式会社","","","サンド株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロマゼパム錠1mg「サンド」...","1124020F1041_1_06","2024年10月01日","製造販売／サンド株式会社","","","サンド株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロマゼパム錠2mg「サンド」...","1124020F2056_2_04","2024年09月09日","製造販売／サンド株式会社","販売／日本ジェネリック株式会社","","サンド株式会社"
"催眠鎮静剤，抗不安剤：183","","ブロムワレリル尿素「ホエイ」","1121001X1107_3_04","2024年07月01日","製造販売元／ヴィアトリス・ヘルスケア合同会社","販売元／ヴィアトリス製薬合同会社","","ヴィアトリス・ヘルスケア合同会社"
"催眠鎮静剤，抗不安剤：183","","プレセデックス静注液200μg「ファ...","1129400A1054_2_02","2023年02月24日","製造販売元／ファイザー株式会社","","","ファイザー株式会社"
"催眠鎮静剤，抗不安剤：183","","ベンザリン錠2／ベン...","1124003C1092_3_04","2023年07月20日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"催眠鎮静剤，抗不安剤：183","","ホリゾン注射液10mg","1124402A2045_2_08","2023年09月20日","製造販売元／丸石製薬株式会社","","","丸石製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","ホリゾン錠2mg／ホリゾ...","1124017B1145_2_07","2023年09月20日","製造販売元／丸石製薬株式会社","","","丸石製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","マイスリー錠5mg／マイ...","1129009F1025_3_26","2023年06月19日","製造販売／アステラス製薬株式会社","販売提携／サノフィ株式会社","提携／sanofi","アステラス製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","ミダゾラム注10mg「サンド」","1124401A1060_1_20","2024年01月10日","製造販売／サンド株式会社","","","サンド株式会社"
"催眠鎮静剤，抗不安剤：183","","ミダゾラム注射液10mg「NIG」","1124401A1095_1_03","2024年01月31日","製造販売元／日医工岐阜工場株式会社","発売元／日医工株式会社","販売／武田薬品工業株式会社","日医工岐阜工場株式会社"
"催眠鎮静剤，抗不安剤：183","","メイラックス細粒1％","1124029C1038_1_10","2023年02月20日","製造販売元／MeijiSeikaファルマ株式会社","","","MeijiSeikaファルマ株式会社"
"催眠鎮静剤，抗不安剤：183","","メイラックス錠1mg／メ...","1124029F1026_1_17","2023年02月20日","製造販売元／MeijiSeikaファルマ株式会社","","","MeijiSeikaファルマ株式会社"
"催眠鎮静剤，抗不安剤：183","","メダゼパム錠2（ツルハラ）...","1124021F1046_1_16","2023年11月13日","製造販売元／鶴原製薬株式会社","","","鶴原製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","メレックス錠0.5mg／メ...","1124025C1030_2_02","2024年02月19日","製造販売元／アルフレッサファーマ株式会社","","","アルフレッサファーマ株式会社"
"催眠鎮静剤，抗不安剤：183","","メンドンカプセル7.5mg","1124015M2038_3_03","2024年07月01日","製造販売元／ヴィアトリス製薬合同会社","","","ヴィアトリス製薬合同会社"
"催眠鎮静剤，抗不安剤：183","","ユーロジン1mg錠／ユー...","1124001B1039_2_05","2023年07月27日","製造販売元／武田テバ薬品株式会社","販売／武田薬品工業株式会社","","武田テバ薬品株式会社"
"催眠鎮静剤，抗不安剤：183","","ラボナ錠50mg","1125006F1030_1_11","2023年11月09日","製造販売元／田辺三菱製薬株式会社","","","田辺三菱製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","リスミー錠1mg／リスミ...","1129006F1021_3_03","2023年06月26日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"催眠鎮静剤，抗不安剤：183","","ルネスタ錠1mg／ルネス...","1129010F1028_1_12","2022年07月20日","製造販売元／エーザイ株式会社","提携／SunovionPharmaceuticalsInc","","エーザイ株式会社"
"催眠鎮静剤，抗不安剤：183","","ルピアール坐剤25／ル...","1125700J2021_2_20","2024年02月15日","製造販売元／久光製薬株式会社","","","久光製薬株式会社"
"催眠鎮静剤，抗不安剤：183","","レキソタン錠1／レキ...","1124020C1045_2_06","2024年11月01日","製造販売／サンドファーマ株式会社","販売／サンド株式会社","","サンドファーマ株式会社"
"催眠鎮静剤，抗不安剤：183","","レスミット錠2／レス...","1124021F1054_2_02","2023年06月26日","製造販売元／共和薬品工業株式会社","","","共和薬品工業株式会社"
"催眠鎮静剤，抗不安剤：183","","レンドルミンD錠0.25mg","1124009F2025_1_18","2023年01月16日","製造販売元／日本ベーリンガーインゲルハイム株式会社","","","日本ベーリンガーインゲルハイム株式会社"
"催眠鎮静剤，抗不安剤：183","","レンドルミン錠0.25mg","1124009F1223_1_14","2023年01月16日","製造販売元／日本ベーリンガーインゲルハイム株式会社","","","日本ベーリンガーインゲルハイム株式会社"
"催眠鎮静剤，抗不安剤：183","","ロフラゼプ酸エチル錠1mg「SN」...","1124029F1140_2_09","2024年07月01日","製造販売元／シオノケミカル株式会社","販売元／ヴィアトリス製薬合同会社","","シオノケミカル株式会社"
"催眠鎮静剤，抗不安剤：183","","ロフラゼプ酸エチル錠1mg「SN」...","1124029F1140_1_07","2023年11月29日","製造販売元／シオノケミカル株式会社","","","シオノケミカル株式会社"
"催眠鎮静剤，抗不安剤：183","","ロフラゼプ酸エチル錠1mg「SN」...","1124029F1140_3_09","2023年11月29日","製造販売元／シオノケミカル株式会社","発売元／日医工株式会社","販売／武田薬品工業株式会社","シオノケミカル株式会社"
"催眠鎮静剤，抗不安剤：183","","ロフラゼプ酸エチル錠1mg「サワイ...","1124029F1123_1_07","2024年07月18日","製造販売元／沢井製薬株式会社","","","沢井製薬株式会社"
